YEAR,Type,Neighbourhood,Total Construction Value,Additions,Interior/ Exterior Alterations,Secondary Suites,New Units,Demolished Units,Net Units,Number of Permits
2001,Multi Family,Windsor Park,0,0,0,0,0,0,0,0
2001,Multi Family,Woodcroft,0,0,0,0,0,0,0,0
2001,Multi Family,York,0,0,0,0,0,0,0,0
2002,Single Family,Abbottsfield,0,0,0,0,0,0,0,0
2002,Single Family,Alberta Avenue,1076195,8,8,0,11,-3,8,66
2002,Single Family,Allendale,300032,3,0,0,2,-2,0,23
2002,Single Family,Argyll,13000,1,0,0,0,0,0,3
2002,Single Family,Aspen Gardens,132633,2,1,0,0,0,0,8
2002,Single Family,Athlone,524481,1,5,0,6,0,6,40
2002,Single Family,Avonmore,111629,1,0,0,0,0,0,11
2002,Single Family,Balwin,339454,2,0,0,6,-1,5,21
2002,Single Family,Beacon Heights,137124,7,1,0,1,-1,0,17
2002,Single Family,Belgravia,215285,2,1,0,1,-1,0,9
2002,Single Family,Bellevue,18586,0,0,0,0,0,0,5
2002,Single Family,Belvedere,37893,3,2,0,0,-1,-1,10
2002,Single Family,Bergman,14628,0,0,0,0,0,0,4
2002,Single Family,Beverly Heights,95370,6,1,0,2,0,2,20
2002,Single Family,Bonnie Doon,2155324,13,3,0,11,-6,5,49
2002,Single Family,Boyle Street,12856,0,0,0,0,-1,-1,3
2002,Single Family,Britannia Youngstown,253159,4,1,0,0,-4,-4,20
2002,Single Family,Calder,523866,3,3,0,7,-4,3,27
2002,Single Family,Canora,34038,0,0,0,0,-1,-1,5
2002,Single Family,Capilano,144500,3,1,0,0,0,0,10
2002,Single Family,Central McDougall,76473,0,0,0,1,-2,-1,7
2002,Single Family,Cloverdale,449186,2,0,0,2,-5,-3,16
2002,Single Family,Crestwood,1252529,11,0,0,2,-2,0,31
2002,Single Family,Cromdale,33382,1,0,0,0,-5,-5,7
2002,Single Family,Delton,46099,2,0,0,0,0,0,9
2002,Single Family,Delwood,41314,4,1,0,0,0,0,13
2002,Single Family,Dovercourt,170358,3,0,0,1,0,1,15
2002,Single Family,Downtown,0,0,0,0,0,0,0,0
2002,Single Family,Duggan,68500,3,2,0,0,0,0,9
2002,Single Family,Eastwood,341679,5,2,0,1,-3,-2,26
2002,Single Family,Elmwood,61621,2,0,0,1,-1,0,9
2002,Single Family,Elmwood Park,47470,1,0,0,0,-1,-1,7
2002,Single Family,Empire Park,5968,0,0,0,0,0,0,2
2002,Single Family,Evansdale,68896,8,0,0,1,0,1,18
2002,Single Family,Forest Heights,685839,4,1,0,3,-2,1,27
2002,Single Family,Fulton Place,234236,6,2,0,0,-1,-1,25
2002,Single Family,Garneau,84141,0,0,0,0,-7,-7,15
2002,Single Family,Glengarry,12976,1,0,0,0,0,0,4
2002,Single Family,Glenora,2064977,20,2,0,5,-2,3,62
2002,Single Family,Glenwood,145363,3,1,0,1,-2,-1,25
2002,Single Family,Gold Bar,65282,2,0,0,0,0,0,12
2002,Single Family,Grandview Heights,0,0,0,0,0,0,0,0
2002,Single Family,Greenfield,284593,9,3,0,1,0,1,19
2002,Single Family,Grovenor,577646,4,1,0,3,-3,0,25
2002,Single Family,Hazeldean,198569,5,1,0,1,0,1,28
2002,Single Family,High Park,146106,6,0,0,0,0,0,12
2002,Single Family,Highlands,794268,15,3,0,0,0,0,42
2002,Single Family,Holyrood,176264,6,1,0,0,0,0,25
2002,Single Family,Idylwylde,139145,1,0,0,1,-1,0,7
2002,Single Family,Inglewood,209998,11,1,0,0,0,0,21
2002,Single Family,Jasper Park,32727,2,0,0,0,0,0,9
2002,Single Family,Kenilworth,50303,4,0,0,0,0,0,8
2002,Single Family,Kensington,83563,2,1,0,0,0,0,14
2002,Single Family,Kildare,32200,3,0,0,0,0,0,5
2002,Single Family,Kilkenny,51146,2,0,0,0,0,0,14
2002,Single Family,Killarney,21473,2,0,0,0,0,0,6
2002,Single Family,King Edward Park,427219,6,2,0,1,-2,-1,37
2002,Single Family,Landsdowne,0,0,0,0,0,0,0,0
2002,Single Family,Lauderdale,175689,4,1,0,2,0,2,13
2002,Single Family,Laurier Heights,703135,4,1,0,1,-1,0,15
2002,Single Family,Lendrum Place,76121,2,1,0,0,0,0,7
2002,Single Family,Lynnwood,34471,1,1,0,0,0,0,6
2002,Single Family,Malmo Plains,37180,0,1,0,0,0,0,8
2002,Single Family,Mayfield,95801,1,5,0,0,0,0,8
2002,Single Family,McCauley,413642,1,3,0,5,-3,2,21
2002,Single Family,Mckernan,695053,2,1,0,6,-3,3,26
2002,Single Family,McQueen,73638,1,1,0,0,0,0,6
2002,Single Family,Meadowlark Park,40563,1,1,0,1,0,1,10
2002,Single Family,Montrose,442466,5,1,0,6,-2,4,26
2002,Single Family,Newton,24750,3,0,0,0,0,0,8
2002,Single Family,North Glenora,133942,3,1,0,1,0,1,9
2002,Single Family,Northmount,72015,3,2,0,0,0,0,10
2002,Single Family,Oliver,1942000,2,2,0,1,-1,0,7
2002,Single Family,Ottewell,174562,6,1,0,0,0,0,24
2002,Single Family,Parkallen,521387,9,0,0,1,-1,0,29
2002,Single Family,Parkdale,491160,4,4,0,6,-3,3,29
2002,Single Family,Parkview,755668,9,1,0,1,-3,-2,28
2002,Single Family,Patricia Heights,40000,2,0,0,1,0,1,3
2002,Single Family,Pleasantview,479470,5,2,0,4,-1,3,22
2002,Single Family,Prince Charles,117024,2,1,0,1,-1,0,13
2002,Single Family,Prince Rupert,29560,1,1,0,0,0,0,11
2002,Single Family,Queen Alexandra,354000,3,2,0,3,-4,-1,22
2002,Single Family,Queen Mary Park,47912,2,0,0,0,0,0,9
2002,Single Family,Quesnell Heights,0,0,0,0,0,0,0,0
2002,Single Family,Rideau Park,13000,1,0,0,0,0,0,3
2002,Single Family,Rio Terrace,19566,1,0,0,0,0,0,4
2002,Single Family,Ritchie,314765,1,0,0,3,-2,1,17
2002,Single Family,Riverdale,4904883,1,1,0,52,-5,47,113
2002,Single Family,Rossdale,351772,0,1,0,3,-3,0,10
2002,Single Family,Rosslyn,93528,2,1,0,0,0,0,12
2002,Single Family,Royal Gardens,21613,1,0,0,1,0,1,8
2002,Single Family,Rundle Heights,109160,3,1,0,0,0,0,8
2002,Single Family,Sherbrooke,85952,0,2,0,0,-1,-1,6
2002,Single Family,Sherwood,114484,1,0,0,0,-1,-1,9
2002,Single Family,Spruce Avenue,90679,3,1,0,0,-9,-9,20
2002,Single Family,Strathcona,1016520,10,3,0,4,-7,-3,51
2002,Single Family,Strathern,332470,0,2,0,3,-2,1,15
2002,Single Family,Terrace Heights,49110,1,0,0,0,0,0,7
2002,Single Family,Virginia Park,457304,1,0,0,2,-7,-5,13
2002,Single Family,Wellington,64392,1,2,0,0,0,0,12
2002,Single Family,West Jasper Place,397072,2,0,0,3,-2,1,16
2002,Single Family,West Meadowlark Park,33799,2,1,0,0,0,0,7
2002,Single Family,Westbrook Estates,436084,5,0,0,1,0,1,8
2002,Single Family,Westmount,1080242,5,4,0,5,-3,2,48
2002,Single Family,Westwood,95035,1,1,0,0,-1,-1,8
2002,Single Family,Windsor Park,971630,8,1,0,1,0,1,18
2002,Single Family,Woodcroft,47691,2,1,0,0,0,0,8
2002,Single Family,York,30017,2,0,0,0,0,0,7
2002,Multi Family,Abbottsfield,39000,0,1,0,0,0,0,0
2002,Multi Family,Alberta Avenue,1292777,0,2,0,2,-3,-1,6
2002,Multi Family,Allendale,0,0,0,0,0,0,0,0
2002,Multi Family,Argyll,0,0,0,0,0,0,0,0
2002,Multi Family,Aspen Gardens,0,0,0,0,0,0,0,0
2002,Multi Family,Athlone,30000,0,1,0,0,0,0,2
2002,Multi Family,Avonmore,0,0,0,0,0,0,0,0
2002,Multi Family,Balwin,295000,0,0,0,4,0,4,2
2002,Multi Family,Beacon Heights,0,0,0,0,0,0,0,0
2002,Multi Family,Belgravia,0,0,0,0,0,0,0,0
2002,Multi Family,Bellevue,0,0,0,0,0,0,0,0
2002,Multi Family,Belvedere,49000,0,0,0,0,-64,-64,21
2002,Multi Family,Bergman,256288,0,0,0,3,0,3,2
2002,Multi Family,Beverly Heights,0,0,0,0,0,0,0,0
2002,Multi Family,Bonnie Doon,2000,0,0,0,0,0,0,1
2002,Multi Family,Boyle Street,1019195,0,1,0,24,0,24,5
2002,Multi Family,Britannia Youngstown,814000,0,0,0,11,0,11,8
2002,Multi Family,Calder,296000,0,1,0,4,0,4,5
2002,Multi Family,Canora,0,0,0,0,0,0,0,0
2002,Multi Family,Capilano,0,0,0,0,0,0,0,0
2002,Multi Family,Central McDougall,4640000,0,1,0,70,0,70,30
2002,Multi Family,Cloverdale,16129000,0,0,0,131,0,131,7
2002,Multi Family,Crestwood,5000,0,1,0,0,0,0,1
2002,Multi Family,Cromdale,208200,0,1,0,0,0,0,2
2002,Multi Family,Delton,0,0,0,0,0,0,0,0
2002,Multi Family,Delwood,0,0,0,0,0,0,0,0
2002,Multi Family,Dovercourt,0,0,0,0,0,0,0,0
2002,Multi Family,Downtown,49685000,0,8,0,582,0,582,29
2002,Multi Family,Duggan,0,0,0,0,0,0,0,0
2002,Multi Family,Eastwood,1166000,1,0,0,24,0,24,7
2002,Multi Family,Elmwood,0,0,0,0,0,0,0,0
2002,Multi Family,Elmwood Park,150000,0,0,0,2,0,2,1
2002,Multi Family,Empire Park,0,0,0,0,0,0,0,0
2002,Multi Family,Evansdale,65000,0,1,0,0,0,0,1
2002,Multi Family,Forest Heights,142000,0,0,0,2,-1,1,2
2002,Multi Family,Fulton Place,2186000,0,2,0,0,0,0,2
2002,Multi Family,Garneau,10580000,0,0,0,125,0,125,4
2002,Multi Family,Glengarry,31224,0,1,0,0,0,0,1
2002,Multi Family,Glenora,40000,1,0,0,0,0,0,1
2002,Multi Family,Glenwood,193000,1,0,0,0,0,0,2
2002,Multi Family,Gold Bar,0,0,0,0,0,0,0,0
2002,Multi Family,Grandview Heights,0,0,0,0,0,0,0,0
2002,Multi Family,Greenfield,0,0,0,0,0,0,0,0
2002,Multi Family,Grovenor,795000,0,0,0,10,0,10,1
2002,Multi Family,Hazeldean,125000,0,0,0,2,0,2,1
2002,Multi Family,High Park,0,0,0,0,0,0,0,0
2002,Multi Family,Highlands,0,0,0,0,0,0,0,0
2002,Multi Family,Holyrood,6347000,0,0,0,95,-26,69,8
2002,Multi Family,Idylwylde,0,0,0,0,0,0,0,0
2002,Multi Family,Inglewood,425000,1,0,0,4,0,4,3
2002,Multi Family,Jasper Park,161563,0,1,0,0,0,0,1
2002,Multi Family,Kenilworth,0,0,0,0,0,0,0,0
2002,Multi Family,Kensington,0,0,0,0,0,0,0,0
2002,Multi Family,Kildare,2200,1,0,0,0,0,0,2
2002,Multi Family,Kilkenny,0,0,0,0,0,0,0,0
2002,Multi Family,Killarney,0,0,0,0,0,0,0,0
2002,Multi Family,King Edward Park,500,0,0,0,0,0,0,1
2002,Multi Family,Landsdowne,0,0,0,0,0,0,0,0
2002,Multi Family,Lauderdale,0,0,0,0,0,0,0,0
2002,Multi Family,Laurier Heights,0,0,0,0,0,0,0,0
2002,Multi Family,Lendrum Place,8000,0,0,0,0,0,0,1
2002,Multi Family,Lynnwood,0,0,0,0,0,0,0,0
2002,Multi Family,Malmo Plains,0,0,0,0,0,0,0,0
2002,Multi Family,Mayfield,0,0,0,0,0,0,0,0
2002,Multi Family,McCauley,980000,0,2,0,17,0,17,5
2002,Multi Family,Mckernan,250000,0,0,0,2,0,2,1
2002,Multi Family,McQueen,0,0,0,0,0,0,0,0
2002,Multi Family,Meadowlark Park,3500000,0,0,0,40,0,40,2
2002,Multi Family,Montrose,1500,0,0,0,0,0,0,1
2002,Multi Family,Newton,0,0,0,0,0,0,0,0
2002,Multi Family,North Glenora,2000,0,0,0,0,0,0,1
2002,Multi Family,Northmount,5000,0,1,0,0,0,0,1
2002,Multi Family,Oliver,6323000,1,9,0,81,0,81,17
2002,Multi Family,Ottewell,1700,1,0,0,0,0,0,1
2002,Multi Family,Parkallen,0,0,0,0,0,0,0,0
2002,Multi Family,Parkdale,230000,0,0,0,0,0,0,2
2002,Multi Family,Parkview,0,0,0,0,0,0,0,0
2002,Multi Family,Patricia Heights,0,0,0,0,0,0,0,0
2002,Multi Family,Pleasantview,0,0,0,0,0,0,0,0
2002,Multi Family,Prince Charles,900000,0,0,0,20,0,20,1
2002,Multi Family,Prince Rupert,0,0,0,0,0,0,0,0
2002,Multi Family,Queen Alexandra,2086000,1,3,0,13,0,13,7
2002,Multi Family,Queen Mary Park,1110000,0,2,0,18,0,18,3
2002,Multi Family,Quesnell Heights,0,0,0,0,0,0,0,0
2002,Multi Family,Rideau Park,0,0,0,0,0,0,0,0
2002,Multi Family,Rio Terrace,0,0,0,0,0,0,0,0
2002,Multi Family,Ritchie,4003600,0,0,0,48,0,48,3
2002,Multi Family,Riverdale,17806600,0,0,0,208,0,208,25
2002,Multi Family,Rossdale,455000,0,3,0,0,0,0,3
2002,Multi Family,Rosslyn,1000,0,0,0,0,0,0,1
2002,Multi Family,Royal Gardens,1550000,0,0,0,31,0,31,1
2002,Multi Family,Rundle Heights,90000,0,2,0,0,0,0,2
2002,Multi Family,Sherbrooke,0,0,0,0,0,0,0,0
2002,Multi Family,Sherwood,0,0,0,0,0,0,0,0
2002,Multi Family,Spruce Avenue,500000,0,0,0,0,0,0,1
2002,Multi Family,Strathcona,1980000,0,2,0,19,0,19,7
2002,Multi Family,Strathern,1200,0,1,0,0,0,0,1
2002,Multi Family,Terrace Heights,0,0,0,0,0,0,0,0
2002,Multi Family,Virginia Park,0,0,0,0,0,0,0,0
2002,Multi Family,Wellington,0,0,0,0,0,0,0,0
2002,Multi Family,West Jasper Place,180000,0,1,0,0,0,0,1
2002,Multi Family,West Meadowlark Park,0,0,0,0,0,0,0,0
2002,Multi Family,Westbrook Estates,20000,1,0,0,0,0,0,1
2002,Multi Family,Westmount,14874000,1,2,0,236,0,236,6
2002,Multi Family,Westwood,150000,0,0,0,2,0,2,1
2002,Multi Family,Windsor Park,0,0,0,0,0,0,0,0
2002,Multi Family,Woodcroft,0,0,0,0,0,0,0,0
2002,Multi Family,York,0,0,0,0,0,0,0,0
2003,Single Family,Abbottsfield,0,0,0,0,0,0,0,0
2003,Single Family,Alberta Avenue,618903,8,6,0,5,-10,-5,61
2003,Single Family,Allendale,351990,4,1,0,2,-1,1,21
2003,Single Family,Argyll,105664,0,0,0,1,0,1,3
2003,Single Family,Aspen Gardens,106026,3,0,0,0,0,0,9
2003,Single Family,Athlone,114905,4,4,0,0,0,0,33
2003,Single Family,Avonmore,81044,3,0,0,0,0,0,10
2003,Single Family,Balwin,159414,3,2,0,2,0,2,19
2003,Single Family,Beacon Heights,41593,2,0,0,0,0,0,12
2003,Single Family,Belgravia,3630356,9,0,0,28,0,28,54
2003,Single Family,Bellevue,36986,1,0,0,0,-2,-2,8
2003,Single Family,Belvedere,87858,2,0,0,1,0,1,12
2003,Single Family,Bergman,25444,2,0,0,0,0,0,7
2003,Single Family,Beverly Heights,234380,5,5,0,1,0,1,22
2003,Single Family,Bonnie Doon,967296,9,3,0,6,-8,-2,57
2003,Single Family,Boyle Street,74235,0,3,0,1,-1,0,4
2003,Single Family,Britannia Youngstown,85502,5,0,0,0,-3,-3,20
2003,Single Family,Calder,70169,3,1,0,0,0,0,16
2003,Single Family,Canora,41419,1,0,0,0,-1,-1,8
2003,Single Family,Capilano,482960,8,1,0,0,0,0,22
2003,Single Family,Central McDougall,14132,0,1,0,0,-1,-1,4
2003,Single Family,Cloverdale,12544,2,0,0,0,-2,-2,6
2003,Single Family,Crestwood,1040647,7,3,0,3,-6,-3,37
2003,Single Family,Cromdale,23916,0,1,0,0,-4,-4,6
2003,Single Family,Delton,19355,0,0,0,0,0,0,6
2003,Single Family,Delwood,163045,3,1,0,0,-1,-1,11
2003,Single Family,Dovercourt,67530,2,1,0,0,0,0,13
2003,Single Family,Downtown,0,0,0,0,0,0,0,0
2003,Single Family,Duggan,51976,3,1,0,0,0,0,11
2003,Single Family,Eastwood,75919,1,0,0,0,-3,-3,13
2003,Single Family,Elmwood,112463,3,0,0,0,0,0,9
2003,Single Family,Elmwood Park,80338,0,0,0,1,-1,0,5
2003,Single Family,Empire Park,38000,0,1,0,0,0,0,1
2003,Single Family,Evansdale,43520,3,1,0,0,0,0,11
2003,Single Family,Forest Heights,428128,8,0,0,2,-1,1,27
2003,Single Family,Fulton Place,88672,3,0,0,0,-2,-2,13
2003,Single Family,Garneau,289266,2,1,0,1,0,1,13
2003,Single Family,Glengarry,22638,0,0,0,0,0,0,5
2003,Single Family,Glenora,2095098,16,7,0,3,-7,-4,52
2003,Single Family,Glenwood,227251,3,0,0,2,-2,0,16
2003,Single Family,Gold Bar,158324,1,0,0,0,-2,-2,10
2003,Multi Family,Delton,0,0,0,0,0,0,0,0
2003,Single Family,Grandview Heights,30000,2,1,0,0,0,0,4
2003,Single Family,Greenfield,109720,3,2,0,0,0,0,12
2003,Single Family,Grovenor,760445,4,3,0,6,-4,2,33
2003,Single Family,Hazeldean,68469,1,6,0,0,-1,-1,17
2003,Single Family,High Park,238418,2,0,0,1,-1,0,14
2003,Single Family,Highlands,1093509,17,3,0,3,-6,-3,47
2003,Single Family,Holyrood,172360,4,0,0,0,0,0,24
2003,Single Family,Idylwylde,25970,0,0,0,0,0,0,6
2003,Single Family,Inglewood,428780,12,4,0,1,-2,-1,35
2003,Single Family,Jasper Park,39685,1,0,0,0,-1,-1,6
2003,Single Family,Kenilworth,67725,1,1,0,1,-1,0,13
2003,Single Family,Kensington,25654,2,0,0,0,0,0,8
2003,Single Family,Kildare,32280,1,1,0,0,0,0,4
2003,Single Family,Kilkenny,105456,5,1,0,0,0,0,13
2003,Single Family,Killarney,53644,3,0,0,0,0,0,7
2003,Single Family,King Edward Park,276291,4,0,0,1,-3,-2,19
2003,Single Family,Landsdowne,208454,8,1,0,0,0,0,13
2003,Single Family,Lauderdale,112734,4,1,0,1,-1,0,12
2003,Single Family,Laurier Heights,206808,5,3,0,0,-1,-1,19
2003,Single Family,Lendrum Place,82500,3,0,0,0,0,0,5
2003,Single Family,Lynnwood,50714,2,1,0,0,0,0,5
2003,Single Family,Malmo Plains,0,0,0,0,0,0,0,0
2003,Single Family,Mayfield,53546,1,1,0,0,-1,-1,14
2003,Single Family,McCauley,590505,1,8,0,7,-13,-6,41
2003,Single Family,Mckernan,357353,8,3,0,3,-1,2,20
2003,Single Family,McQueen,78444,2,0,0,0,0,0,8
2003,Single Family,Meadowlark Park,92958,3,0,0,0,-2,-2,14
2003,Single Family,Montrose,195126,4,0,0,2,-1,1,21
2003,Single Family,Newton,138972,4,1,0,1,0,1,19
2003,Single Family,North Glenora,272647,7,2,0,0,-1,-1,24
2003,Single Family,Northmount,47940,1,0,0,0,0,0,4
2003,Single Family,Oliver,63000,0,0,0,0,-10,-10,10
2003,Single Family,Ottewell,312970,4,2,0,0,0,0,15
2003,Single Family,Parkallen,703460,15,1,0,1,-4,-3,42
2003,Single Family,Parkdale,381360,8,2,0,4,-4,0,32
2003,Single Family,Parkview,5057904,13,1,0,2,-2,0,30
2003,Single Family,Patricia Heights,13587,1,1,0,0,0,0,4
2003,Single Family,Pleasantview,936150,4,3,0,5,-4,1,31
2003,Single Family,Prince Charles,200482,3,1,0,1,-3,-2,17
2003,Single Family,Prince Rupert,30953,0,2,0,0,-1,-1,9
2003,Single Family,Queen Alexandra,79673,1,1,0,0,-4,-4,15
2003,Single Family,Queen Mary Park,252922,2,0,0,1,-2,-1,16
2003,Single Family,Quesnell Heights,19500,0,1,0,0,0,0,2
2003,Single Family,Rideau Park,5500,1,1,0,0,0,0,3
2003,Single Family,Rio Terrace,46500,4,0,0,0,0,0,6
2003,Single Family,Ritchie,317277,4,3,0,2,-4,-2,25
2003,Single Family,Riverdale,2841536,1,2,0,27,-3,24,68
2003,Single Family,Rossdale,48929,1,1,0,0,-3,-3,8
2003,Single Family,Rosslyn,60069,3,0,0,0,0,0,11
2003,Single Family,Royal Gardens,56636,2,0,0,0,0,0,7
2003,Single Family,Rundle Heights,152276,2,1,0,1,0,1,7
2003,Single Family,Sherbrooke,119933,1,0,0,1,-2,-1,12
2003,Single Family,Sherwood,87651,2,1,0,0,-1,-1,10
2003,Single Family,Spruce Avenue,169977,3,2,0,1,-2,-1,1
2003,Single Family,Strathcona,785657,7,4,0,4,-5,-1,31
2003,Single Family,Strathern,627468,3,3,0,2,0,2,20
2003,Single Family,Terrace Heights,43066,1,2,0,0,0,0,7
2003,Single Family,Virginia Park,144722,4,0,0,0,-4,-4,12
2003,Single Family,Wellington,0,0,0,0,0,0,0,0
2003,Single Family,West Jasper Place,296192,5,0,0,2,-3,-1,11
2003,Single Family,West Meadowlark Park,52122,3,2,0,0,-1,-1,9
2003,Single Family,Westbrook Estates,685000,7,0,0,0,0,0,9
2003,Single Family,Westmount,1108776,12,6,0,3,-5,-2,59
2003,Single Family,Westwood,106466,6,1,0,0,-2,-2,19
2003,Single Family,Windsor Park,508188,2,0,0,2,-2,0,11
2003,Single Family,Woodcroft,13061,1,1,0,0,0,0,3
2003,Single Family,York,109399,2,0,0,0,0,0,3
2003,Multi Family,Abbottsfield,30000,0,1,0,0,0,0,1
2003,Multi Family,Alberta Avenue,0,0,0,0,0,0,0,0
2003,Multi Family,Allendale,0,0,0,0,0,0,0,0
2003,Multi Family,Argyll,0,0,0,0,0,0,0,0
2003,Multi Family,Aspen Gardens,0,0,0,0,0,0,0,0
2003,Multi Family,Athlone,0,0,0,0,0,0,0,0
2003,Multi Family,Avonmore,0,0,0,0,0,0,0,0
2003,Multi Family,Balwin,0,0,0,0,0,0,0,0
2003,Multi Family,Beacon Heights,300000,0,0,0,3,0,3,1
2003,Multi Family,Belgravia,0,0,0,0,0,0,0,0
2003,Multi Family,Bellevue,0,0,0,0,0,0,0,0
2003,Multi Family,Belvedere,511000,0,0,0,0,0,0,2
2003,Multi Family,Bergman,0,0,0,0,0,0,0,0
2003,Multi Family,Beverly Heights,2000,0,0,0,0,0,0,1
2003,Multi Family,Bonnie Doon,1168500,0,0,0,10,-1,9,7
2003,Multi Family,Boyle Street,4421050,0,3,0,61,0,61,6
2003,Multi Family,Britannia Youngstown,665000,0,0,0,9,0,9,6
2003,Multi Family,Calder,12000,0,1,0,0,0,0,1
2003,Multi Family,Canora,0,0,0,0,0,0,0,0
2003,Multi Family,Capilano,0,0,0,0,0,0,0,0
2003,Multi Family,Central McDougall,4875000,0,2,0,59,0,59,35
2003,Multi Family,Cloverdale,180000,0,0,0,0,0,0,1
2003,Multi Family,Crestwood,0,0,0,0,0,0,0,0
2003,Multi Family,Cromdale,1380000,0,0,0,24,0,24,2
2003,Multi Family,Delwood,0,0,0,0,0,0,0,0
2003,Multi Family,Dovercourt,0,0,0,0,0,0,0,0
2003,Multi Family,Downtown,47948400,0,9,0,652,-1,651,25
2003,Multi Family,Duggan,0,0,0,0,0,0,0,0
2003,Multi Family,Eastwood,621000,2,1,0,11,0,11,7
2003,Multi Family,Elmwood,0,0,0,0,0,0,0,0
2003,Multi Family,Elmwood Park,0,0,0,0,0,0,0,0
2003,Multi Family,Empire Park,23000,0,1,0,0,0,0,1
2003,Multi Family,Evansdale,7500,0,1,0,0,0,0,1
2003,Multi Family,Forest Heights,1200000,1,0,0,0,0,0,1
2003,Multi Family,Fulton Place,0,0,0,0,0,0,0,0
2003,Multi Family,Garneau,701235,0,3,0,4,0,4,4
2003,Multi Family,Glengarry,0,0,0,0,0,0,0,0
2003,Multi Family,Glenora,0,0,0,0,0,0,0,0
2003,Multi Family,Glenwood,2015000,0,1,0,32,0,32,3
2003,Multi Family,Gold Bar,0,0,0,0,0,0,0,0
2003,Multi Family,Grandview Heights,0,0,0,0,0,0,0,0
2003,Multi Family,Greenfield,0,0,0,0,0,0,0,0
2003,Multi Family,Grovenor,210000,0,0,0,3,0,3,1
2003,Multi Family,Hazeldean,0,0,0,0,0,0,0,0
2003,Multi Family,High Park,150000,0,0,0,2,0,2,1
2003,Multi Family,Highlands,0,0,0,0,0,0,0,0
2003,Multi Family,Holyrood,10000,0,0,0,0,0,0,1
2003,Multi Family,Idylwylde,0,0,0,0,0,0,0,0
2003,Multi Family,Inglewood,1047000,0,2,0,11,0,11,10
2003,Multi Family,Jasper Park,70000,0,0,0,0,0,0,1
2003,Multi Family,Kenilworth,400000,0,0,0,2,0,2,1
2003,Multi Family,Kensington,5000,0,0,0,0,0,0,1
2003,Multi Family,Kildare,5000,1,0,0,0,0,0,5
2003,Multi Family,Kilkenny,0,0,0,0,0,0,0,0
2003,Multi Family,Killarney,0,0,0,0,0,0,0,0
2003,Multi Family,King Edward Park,212700,0,3,0,2,0,2,19
2003,Multi Family,Landsdowne,0,0,0,0,0,0,0,0
2003,Multi Family,Lauderdale,25000,0,1,0,0,0,0,1
2003,Multi Family,Laurier Heights,0,0,0,0,0,0,0,0
2003,Multi Family,Lendrum Place,0,0,0,0,0,0,0,0
2003,Multi Family,Lynnwood,0,0,0,0,0,0,0,0
2003,Multi Family,Malmo Plains,0,0,0,0,0,0,0,0
2003,Multi Family,Mayfield,0,0,0,0,0,0,0,0
2003,Multi Family,McCauley,2172000,3,3,0,17,0,17,10
2003,Multi Family,Mckernan,220000,0,0,0,2,0,2,1
2003,Multi Family,McQueen,0,0,0,0,0,0,0,0
2003,Multi Family,Meadowlark Park,0,0,0,0,0,0,0,0
2003,Multi Family,Montrose,150000,0,0,0,2,0,2,1
2003,Multi Family,Newton,0,0,0,0,0,0,0,0
2003,Multi Family,North Glenora,0,0,0,0,0,0,0,0
2003,Multi Family,Northmount,0,0,0,0,0,0,0,0
2003,Multi Family,Oliver,8076000,0,10,0,120,-2,118,16
2003,Multi Family,Ottewell,715000,1,0,0,6,0,6,2
2003,Multi Family,Parkallen,5000,0,0,0,0,0,0,1
2003,Multi Family,Parkdale,5222000,1,1,0,215,0,215,5
2003,Multi Family,Parkview,0,0,0,0,0,0,0,0
2003,Multi Family,Patricia Heights,0,0,0,0,0,0,0,0
2003,Multi Family,Pleasantview,0,0,0,0,0,0,0,0
2003,Multi Family,Prince Charles,5000,0,0,0,0,0,0,1
2003,Multi Family,Prince Rupert,503000,0,0,0,0,0,0,2
2003,Multi Family,Queen Alexandra,0,0,0,0,0,0,0,0
2003,Multi Family,Queen Mary Park,3378000,0,2,0,52,0,52,4
2003,Multi Family,Quesnell Heights,0,0,0,0,0,0,0,0
2003,Multi Family,Rideau Park,0,0,0,0,0,0,0,0
2003,Multi Family,Rio Terrace,0,0,0,0,0,0,0,0
2003,Multi Family,Ritchie,0,0,0,0,0,0,0,0
2003,Multi Family,Riverdale,1679000,0,0,0,6,0,6,5
2003,Multi Family,Rossdale,0,0,0,0,0,0,0,0
2003,Multi Family,Rosslyn,1000,1,0,0,0,0,0,1
2003,Multi Family,Royal Gardens,0,0,0,0,0,0,0,0
2003,Multi Family,Rundle Heights,1072,0,0,0,0,0,0,2
2003,Multi Family,Sherbrooke,0,0,0,0,0,0,0,0
2003,Multi Family,Sherwood,0,0,0,0,0,0,0,0
2003,Multi Family,Spruce Avenue,3000000,0,0,0,68,0,68,13
2003,Multi Family,Strathcona,1026000,0,1,0,0,-1,-1,4
2003,Multi Family,Strathern,0,0,0,0,0,0,0,0
2003,Multi Family,Terrace Heights,0,0,0,0,0,0,0,0
2003,Multi Family,Virginia Park,0,0,0,0,0,0,0,0
2003,Multi Family,Wellington,0,0,0,0,0,0,0,0
2003,Multi Family,West Jasper Place,1580000,0,0,0,23,0,23,3
2003,Multi Family,West Meadowlark Park,26000,0,1,0,0,0,0,1
2003,Multi Family,Westbrook Estates,0,0,0,0,0,0,0,0
2003,Multi Family,Westmount,14126000,0,1,0,203,0,203,6
2003,Multi Family,Westwood,120000,0,1,0,0,0,0,1
